g_del_cd,g_len,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
o6915,0.80148076073095,,,,,,,2.0,,,,4.0,,,,4.0,,,,,,,,,,4.0,,,
o3945_a,1.0274423884285,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,5.0
o8673,0.70708559944443,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o5881,0.94093294705086,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,
ode_1.15_77,0.35061892075968,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,
rib_1.10.00414,0.93991854199874,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t385,0.044677649218824,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o6579,0.69328613072715,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,
ros_2.4_08440,0.52972306111059,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,
ode_1.13_916,0.41238269974945,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ros_2.1_05420,0.69982940967199,,,2.0,,,,3.0,2.0,2.0,3.0,2.0,2.0,2.0,,2.0,,,,,3.0,,,,,,,,
rib_1.10.05008,0.88165116333477,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,
ode_1.15_12,0.4084067867438,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,
nyk_2.6_4241,1.1516408999105,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o6963,0.56281570790269,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t168,0.25287486529631,,,,,,,,3.0,,2.0,,,3.0,,,,,,,,,,,,,3.0,,
o6472,0.60432949285923,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t77,0.49492727747329,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ode_1.15_546,0.84408777697101,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,
nyk_2.5_1606,0.7444986169866,,,,,,,,,,,,,,,,,2.0,,,2.0,,,,1.0,,,3.0,
ode_1.15_141,0.38632756008557,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o8031_a,2.3694051407179,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,
o2966,1.2256924664235,,,,1.0,,,2.0,2.0,,,,,,,,,,,2.0,,2.0,,,2.0,,,2.0,
aal1.1.0332n,0.1974212529477,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5.c-0721-010,0.020042262930071,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o5123,1.1996681271975,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,
1.5.c-0250-010,0.38110064479651,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o4647,0.78921935175834,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,5.0,
o10427_z,0.34334159033492,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0
o6391,0.81565131653201,4.0,,,,,,,,,,4.0,,,,,,,,,,,,4.0,,,,,
o3053,1.116490521861,,,,,,,,,2.0,,2.0,,2.0,,2.0,,,,2.0,,,,,,,2.0,,
o7204,0.64105712289729,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,4.0
rin_1.4_00362,1.4191402947078,,,3.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
nyk_2.6_3337,0.22385710695189,5.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,,,,,,,,,,,,,,
nyk_2.5_1271,2.647517234162,,,,,,,,,,,,,,,,,,,2.0,,,,,,,2.0,,
o2457,1.2169389467619,,,,,,2.0,3.0,,,,,,,,,,,,,,,,,,,3.0,,
o7005,0.74898568920132,,,,,,,4.0,,,,3.0,,,,3.0,,,,,,,,4.0,,,,,
o7919,1.417881781821,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,2.0,
aal1.1.0612,0.051124267415102,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o10427_s,0.30536152850023,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,4.0
ode_1.15_14,0.13928801961481,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o4032,0.99691908156447,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ros_2.4_05240,0.11454319904603,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ros_3.1_00940,1.2629623767905,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ros_2.4_01220,1.139110473731,,,,,1.0,,2.0,,2.0,2.0,3.0,2.0,3.0,1.0,3.0,,,,,,,,,,,,,
o4075,0.8771752559171,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,
rin_1.4_00139,0.78437541867593,1.0,,,,4.0,,,,,,4.0,,,,,,,,,,,,,,,,3.0,
o6230,0.5919239006992,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ode_1.12_2042,0.29939054232429,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5.c-0550-010,0.88655351501862,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nyk_2.5_1332,1.1397054023262,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o4660,2.2689576255468,,,,,,,,,,,,,,,,4.0,,,,,,,,,4.0,,,
ros_2.2_00140,1.3436873984472,,,,,,,2.0,,,,3.0,,,2.0,,,,,,,,,,,,,,
t272,0.24688452097143,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,
o5959,0.91100294238674,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o7980,0.63472783985767,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
a10029,0.71259125675941,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ode_1.15_161,0.28583964817022,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,
o10427_aa,0.42793233024762,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nyk_2.6_3553,0.47387410997435,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o5113,0.90782813283104,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,
rib_1.10.01140,1.1503640348027,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,
o8681,1.2823924019115,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o9880,0.66608225654641,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,
o7435,0.70120278732211,,,,,,,,,,,,,,,,,,,4.0,,,,,,,4.0,,
rib_1.8.00181,0.93928231155563,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,3.0,
o10080,0.71208321167523,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,
t328,0.2492703789096,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,
ros_3.1_04320,0.42658408773725,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o4747,1.3032376589958,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,3.0,
o4992,0.52005736433695,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,3.0,4.0
rin_1.8_00335,0.32898523244593,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u450,0.51289664483308,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
1.5.e-0105-010,0.65250943945256,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o6857,0.9604732803837,,,,,,,3.0,,,,3.0,,,,3.0,,,,,,4.0,,,,,,4.0,
ros_2.3_06680,0.85184295661953,,,,,,,,2.0,,,,3.0,3.0,,,,,,,3.0,,,,,,,2.0,
o4858_b,1.1670729101648,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,5.0,
o10264,0.6339503298784,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ode_1.15_587,0.27110138087787,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o3346,0.67846424589857,,,,,,,,,,3.0,,,3.0,,,,,,,,,,,,,3.0,,
nyk_2.6_3121,0.59672916524049,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,
o6777,0.81025766877783,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t38,0.43721038145667,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,
o3127,1.4723784960883,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,
o7437,1.1727318039143,,,,,,,,3.0,,,,3.0,,,,,,,,3.0,,,,,,2.0,,
o10010_b,0.90125980730475,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,
o6414,0.54943811885103,,,,,,,,,2.0,,,,2.0,,,,,,,,,,,,,,,2.0
o3356,0.66408013561434,,,,,,,,,,3.0,,,3.0,,,,,,,,,,,,,3.0,,
o7504,0.77826358730443,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,
o3103,2.0021513360849,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rib_1.11.02864,0.17201524673267,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o6201,0.834822270535,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o6646,0.6554477569331,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,4.0,
o7108_f,0.19746699415121,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,
rib_1.11.01438,0.16276918426902,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,
rib_4.1.03043,0.63266477062303,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.7.c-0455-010,0.45591606611255,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t467,0.42153311537549,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,3.0,
ros_2.4_11860,0.59500622724607,,3.0,2.0,3.0,3.0,,2.0,,3.0,2.0,3.0,3.0,3.0,,,,3.0,,,,,,,,,3.0,,
ode_1.12_570,0.19430066799656,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o10172,0.50669836636557,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nyk_2.5_45,0.20680615324696,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t326,0.41767196783351,,,,,,,,,3.0,,,,3.0,,,,,,,,,,,,,,,
o7252_x,0.81066657315124,,,,,,,3.0,,,,3.0,,,,3.0,,,,,,,,,,,3.0,,
t156,0.46387830997041,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rib_1.10.02429,0.38214188785896,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o10125,0.87900239146986,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
o3911,1.227843197683,,4.0,5.0,4.0,4.0,,4.0,,,,,,,,,,,,,,,,4.0,,,,,
o9763,0.54279979812653,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,
o8308_h,0.89913898891933,,4.0,,,,,,4.0,,4.0,,4.0,,,,,,,,,,3.0,,,,,,4.0
o10068,1.0768936731743,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,
aal1.1.1246,0.62330384481996,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o3486,1.5568223643165,,,,,,,,,,,4.0,,,,,,,,,,,,5.0,,,,,
ros_3.1_03180,0.31566120644825,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rin_1.8_00210,2.0904084785189,4.0,,,,,,3.0,,,,,,3.0,,,,,,,4.0,,,,,,,4.0,
t429,0.22025365937051,,,,,,,4.0,,,,4.0,,,,4.0,,,,,,,,,,,4.0,,
o9898,1.0516601463064,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,
ode_1.15_171,0.77863546930512,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ros_2.1_03080,0.4904564890333,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o10135,0.50819851974776,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,
aal1.2.2285,0.55444092418518,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,
t265,0.13049540308991,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o2356,1.3116270468702,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rin_1.2_00473,1.5823235990579,,,4.0,,,,,3.0,,,,,,4.0,,,,,,,,,,4.0,,,,4.0
t346,0.157851865568,,,,,,,4.0,,,,4.0,,,,5.0,,,,,,,,,,,,,
rib_1.10.01208,1.1773838367449,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,
1.5.e-0050-020,0.32467795167739,3.0,3.0,3.0,3.0,3.0,2.0,2.0,,,,,,,,,,,,,,4.0,,,,,,,
o3907,1.5378459445132,,3.0,3.0,4.0,3.0,3.0,3.0,,3.0,3.0,4.0,3.0,3.0,,,,,,,,,3.0,,,,,,4.0
ros_2.4_04520,0.45982902147992,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o3731,4.6895021739018,,2.0,3.0,,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,,,,,,,4.0,,3.0,,,,,,
o4796,1.3845997583802,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,
ode_1.15_314,0.97390529800887,,,,,,,,,,,,,,,,,,2.0,,,,,,,,3.0,,
o7600_a,2.3066566437124,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,4.0
o7823,1.9074865648853,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,
o6306,0.81223708357808,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,
o8414_y,0.73813133313213,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,
o10504_f,0.48689401461138,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o8680,0.68177847019421,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o5710,1.2452147351215,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rib_1.10.03429,0.68980329356307,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ros_2.4_13220,0.36176290973507,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o5670,2.0961102921069,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,5.0,
t306,0.32106625353155,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,2.0,
o8155,0.71789177840778,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,4.0,
rib_1.10.00811,1.728676090881,,,,,,1.0,2.0,2.0,2.0,,1.0,3.0,2.0,4.0,3.0,,,,,,,,,,,,,
o7574,2.8840141176112,,,,,,,,,,,,,,,,4.0,,,,,,,,,4.0,,,
o7167,2.0968842491475,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,
t372,0.26209204656059,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,
o6078,1.2780204798842,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o3622,1.3047454929633,,,,,,,,,,,4.0,,,,,,,,,,,,3.0,,,,,
o4859,0.5809670918149,3.0,,,,,,,,4.0,,,,4.0,,,,,,,,,,3.0,,,,,
ros_2.4_05100,0.19127434496957,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aal1.1.0497n,0.67097017863596,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o4162,0.52863634964232,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,5.0,
1.5.c-0245-020,2.7076442276195,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o4217,1.1216199801371,,,,,,,,,,,3.0,,,,,,,,,4.0,,,,,,,4.0,
ros_2.4_00962,0.051404642419914,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o6528,1.5997289473743,,,,3.0,,,,,,,,,4.0,,,,,,,,,,4.0,,,,,
nyk_2.6_3498,0.38654068353207,,2.0,3.0,3.0,3.0,,2.0,,,3.0,3.0,3.0,,,,,,,,,,,,3.0,,,,
o8236_f,6.1614853597368,,,,,,,,,,,3.0,,,,,,,,,,3.0,,,,,,,4.0
o4785,1.3392129424387,,,,,,,,3.0,,3.0,,4.0,,4.0,,,,,,,,,,,4.0,,,
1.5.e-0880-010,0.64332954186423,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o7289,0.68177756155264,,,2.0,,,,,,3.0,,,,2.0,,,,,,,,,,4.0,,,,,
o8694,0.27935654665306,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o7589,1.0812494558358,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,
t105,0.45452235547357,,,,,,,2.0,,2.0,,2.0,,2.0,,3.0,,,,,,,,,,,3.0,,
ros_2.1_09120,0.6693146614308,4.0,,,,,,,,4.0,,4.0,,4.0,,,,,,,,,,,,,,,
ros_2.2_07380,0.28469181268097,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o5243_f,0.22940170439246,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o7964,1.7654649413788,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,3.0,
1.5.b-0335-020,0.29970153849428,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
a10037,0.88262514908209,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nyk_2.6_3454,0.88675781835859,,3.0,3.0,3.0,3.0,,3.0,,3.0,,3.0,,3.0,,,,,,,,,,,,,,,
ros_3.1_00100,0.31870170923195,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o4030,0.97184169022929,,3.0,,,,,,,4.0,,,4.0,,,,,,,,,,4.0,,,,,,
ros_2.4_02740,0.61491069049172,,,,,2.0,,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,
o4016,0.74656502992054,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a10027,0.13321162763033,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o5155,0.53505709350726,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,5.0,
rib_1.10.01678,0.7944257228428,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aal1.1.0327,0.58579616266034,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,
o8821_c,0.34980947644261,,,,,,,,,,,4.0,,,,4.0,,,,,,,,,,,4.0,,
o10170,0.60042053886356,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,
o8224_b,5.748290704454,,2.0,3.0,2.0,3.0,3.0,4.0,,4.0,4.0,4.0,4.0,3.0,4.0,,4.0,,,,,,3.0,,,,,,4.0
o4331,0.71615714086921,,4.0,,,,,,3.0,,4.0,,4.0,,4.0,,,,,,,,,,,4.0,,,
o6671,1.2281445550918,,,,,,,2.0,,,,4.0,,,,4.0,,,,,,,,,,4.0,,,
o5230,0.80471222138997,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o8853_c,0.45089433389053,,,,,,,3.0,,,,3.0,,,,3.0,,,,,,,,,,,3.0,,
ros_2.2_12300,0.38209568214796,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rib_1.10.02199,0.84794527903268,,,,,,,,,,,3.0,,,,,,,,,,,,,3.0,,,,
t9,0.19636023492922,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,
o7199,0.53798032028132,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,
o400_y,1.9117890572698,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,
ros_3.1_05302,0.061377346283366,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rib_1.10.01222,1.3102372004114,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,
ros_2.4_08420,0.25961339946569,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o10293,0.58077210383559,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
o5533_b,0.52721366567321,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a10036,3.5962250839905,,,,,,,,,,,,,,,,,,3.0,,,,,3.0,,,3.0,,
o7225,1.4104688920176,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,
1.5.c-0245-030,0.45609145549424,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5.a-0010-010,1.1150774531973,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,
rib_1.10.02195,1.1959830795221,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,
o566_b,1.0096643313177,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ros_2.4_01460,0.3936653333622,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.7.c-0295-010,0.16219613213249,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o6161_x,4.2252831319899,,,,,,3.0,,3.0,3.0,3.0,3.0,3.0,,,,,,4.0,,,,,,4.0,,,,
o5533a,0.13453719433576,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,
o3325,0.67869769690519,,,,,,,,,,2.0,,,3.0,,,,,,,,,,,,,,3.0,
o4140,1.6655914159122,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rin_1.4_00405,1.1614577358383,1.0,,1.0,,,,,2.0,2.0,2.0,3.0,2.0,,,,,,,,,,,,,,,3.0,
1.5.g-0310-020,0.21370959273023,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
o4807_x,1.3428994664206,,,,,,,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,,,,,,,,,,,,,4.0
rin_1.2_00461,1.0637082789794,,,,,,,,3.0,,,,,,4.0,,,,,,,,,,,,,,
ode_1.13_504,0.9703494653732,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,4.0,
1.7.c-0350-020,0.25501131006723,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,
o4567_x,3.0293139603085,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o5689,1.0727753157488,,,,,,,,,,,,,,,,,,4.0,,,,,,,4.0,,,
o5873,0.6729680174639,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o9923,0.7497784144144,,,,,,,,2.0,2.0,2.0,2.0,2.0,,,,3.0,,,,,3.0,,,,,,3.0,
1.7.c-0280-020,0.27251659730147,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rib_1.10.00816,0.18533880198156,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ode_1.13_319,0.63053203265917,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,
o10250,1.6750984417535,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o4634,6.2102775059762,,,,,,,,,,,,,,,,,,,,3.0,,4.0,,,,,,4.0
nyk_2.6_4175,0.71510098903254,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aal1.2.2563,0.60787054573841,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,4.0,
o5007,1.2426438180949,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,5.0
o4792_x,2.157373790828,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,4.0,
o6448,0.7592689355129,3.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,3.0,,4.0,4.0,4.0,4.0,4.0,,4.0,
o3437,2.3216455715412,,,,,,,,,,,4.0,,,,,4.0,,,,,,,,,,,,
rib_1.10.01145,1.1567620961272,,,,,,,,,,,,,,,,,,,,2.0,,,2.0,,,2.0,,
rib_1.8.00135,0.54150275407665,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,
o3807,1.0927028241322,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,
t133,0.26007798582204,3.0,,,,,,,,3.0,,,4.0,,,4.0,,,,,,,,,,,4.0,,
o10462_b,0.20875135495304,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o3417,2.9316886678527,,,,,,,,,,3.0,,,3.0,,,,,,,,4.0,,,,,,,4.0
ros_3.1_03510,0.22489611692355,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o2162,1.3124595055964,,,2.0,,,,3.0,,2.0,,2.0,,3.0,,3.0,,,3.0,,,,,,,,,,
ode_1.12_138,1.0782136584417,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nyk_2.6_3629,0.71289476523425,,,,,,,2.0,2.0,2.0,2.0,3.0,2.0,2.0,,,,,,,,,,,,,2.0,,
rib_1.10.01819,1.9559541068809,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o5518,2.600828914561,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,
o10449_c,0.050381458993052,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o5902,1.8681880413045,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,
ros_2.4_00960,1.1315877391622,,,,,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,,,,,,,,,,,,,
o8452,0.77822407682579,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
ros_3.1_05990,1.4610734099827,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rib_1.10.00628,0.97427204697004,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,
o5816,3.171978522888,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,4.0
o4064,1.6919432984952,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,
o810,3.4574360334866,,,,,,,,,,,,,,,,,,,4.0,,4.0,,,,,,,4.0
o10258_x,3.0011393531131,,,,,4.0,,,,,,3.0,,,,,,4.0,,,,,,,,4.0,,,
o4327,1.2628369983638,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,5.0,
nyk_2.6_4269,1.5100030424152,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5.b-0625-030,0.49256583538601,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
aal1.2.2594,0.94957906197595,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,3.0,
o6061,0.72036767893159,,,,4.0,,,,,,,4.0,,,,,,,,,,,,4.0,,,,,
o6214,1.6664796041074,,,,,,,,,,,4.0,,,,,,,,,,,,4.0,,,,,
o7808,0.76708856319441,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,
aal1.1.0323,2.4472509877316,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rib_1.11.01459,0.33307458925726,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,
1.7.c-0545-010,0.60793699618997,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o4387,1.7703970881408,3.0,3.0,4.0,3.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,4.0,,
o10232,1.6037471831495,,,,,,,,,,,,,,,,,,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
o4354,3.0661568899762,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,
t442,0.42147544208482,,,2.0,,,,,,,3.0,,,3.0,,,,,,,3.0,,,,,,,3.0,
o10235,1.0570320328201,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o4717_y,4.4461403241176,,,,,,,,,,,,,,,,4.0,,3.0,,,4.0,,,3.0,,,5.0,
t414,0.35477587671762,,3.0,,,,,,,3.0,,,,2.0,,,,,,,,4.0,,,,,,,
aal1.1.3604n2,0.38773613726734,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o4100_a,0.76726331542448,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o5596,1.2927937618416,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,5.0
o6668,0.69431005607951,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o8542_b,1.7348485431758,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,3.0
o5455_c,0.34510792689896,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o4905,1.0108854462518,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,5.0,
o4324,4.9367868666313,,4.0,,,,,,4.0,3.0,4.0,4.0,4.0,5.0,,,,,,,,4.0,3.0,,,,,,
o5391_b,1.6087108350243,,,,,2.0,,,3.0,,,3.0,,3.0,,,,,,,,3.0,,,,,,3.0,
o7535,1.7770016436657,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,
1.6.c-0715-020,0.36016592465913,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o3666,1.2303354221597,,,,,,,,,,3.0,,,,,,,,,,,3.0,,,,,,,
nyk_2.5_1825,0.31086123167869,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5.b-0275-010,1.1035897638962,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,4.0,
